28367639, 197072.500388, 192.0.98.1, 128.0.0.52, 64
28442898, 197532.514682, 192.0.98.1, 128.0.0.52, 64
28445575, 197552.522382, 192.0.98.1, 128.0.0.52, 64
28445576, 197552.522387, 192.0.98.1, 128.0.0.52, 64
28448266, 197572.507359, 192.0.98.1, 128.0.0.52, 64
28448267, 197572.507364, 192.0.98.1, 128.0.0.52, 64
28450919, 197592.516061, 192.0.98.1, 128.0.0.52, 64
28450920, 197592.516064, 192.0.98.1, 128.0.0.52, 64
28453609, 197612.498674, 192.0.98.1, 128.0.0.52, 64
28453610, 197612.498677, 192.0.98.1, 128.0.0.52, 64
28456274, 197632.516863, 192.0.98.1, 128.0.0.52, 64
28456275, 197632.516867, 192.0.98.1, 128.0.0.52, 64
28459706, 197652.514953, 192.0.98.1, 128.0.0.52, 64
28459707, 197652.514956, 192.0.98.1, 128.0.0.52, 64
28466347, 197672.523416, 192.0.98.1, 128.0.0.52, 64
28466348, 197672.523421, 192.0.98.1, 128.0.0.52, 64
28473006, 197692.505522, 192.0.98.1, 128.0.0.52, 64
28473007, 197692.505525, 192.0.98.1, 128.0.0.52, 64
28479664, 197712.502236, 192.0.98.1, 128.0.0.52, 64
28479665, 197712.502238, 192.0.98.1, 128.0.0.52, 64
28486313, 197732.495714, 192.0.98.1, 128.0.0.52, 64
28486314, 197732.495717, 192.0.98.1, 128.0.0.52, 64
28492874, 197752.488546, 192.0.98.1, 128.0.0.52, 64
28492875, 197752.488549, 192.0.98.1, 128.0.0.52, 64
28499553, 197772.530377, 192.0.98.1, 128.0.0.52, 64
28499554, 197772.530381, 192.0.98.1, 128.0.0.52, 64
28506196, 197792.492466, 192.0.98.1, 128.0.0.52, 64
28506197, 197792.492474, 192.0.98.1, 128.0.0.52, 64
28512853, 197812.514165, 192.0.98.1, 128.0.0.52, 64
28512854, 197812.514168, 192.0.98.1, 128.0.0.52, 64
28519545, 197832.524375, 192.0.98.1, 128.0.0.52, 64
28519546, 197832.524377, 192.0.98.1, 128.0.0.52, 64
28526178, 197852.514970, 192.0.98.1, 128.0.0.52, 64
28526179, 197852.514976, 192.0.98.1, 128.0.0.52, 64
28532814, 197872.494821, 192.0.98.1, 128.0.0.52, 64
28532815, 197872.494831, 192.0.98.1, 128.0.0.52, 64
28539483, 197892.517268, 192.0.98.1, 128.0.0.52, 64
28539484, 197892.517271, 192.0.98.1, 128.0.0.52, 64
28546131, 197912.497244, 192.0.98.1, 128.0.0.52, 64
28546132, 197912.497247, 192.0.98.1, 128.0.0.52, 64
28552781, 197932.539308, 192.0.98.1, 128.0.0.52, 64
28552782, 197932.539311, 192.0.98.1, 128.0.0.52, 64
28559272, 197952.487553, 192.0.98.1, 128.0.0.52, 64
28559273, 197952.487556, 192.0.98.1, 128.0.0.52, 64
28565947, 197972.521379, 192.0.98.1, 128.0.0.52, 64
28565948, 197972.521382, 192.0.98.1, 128.0.0.52, 64
28572617, 197992.504224, 192.0.98.1, 128.0.0.52, 64
28572618, 197992.504229, 192.0.98.1, 128.0.0.52, 64
28579309, 198012.515318, 192.0.98.1, 128.0.0.52, 64
28579310, 198012.515321, 192.0.98.1, 128.0.0.52, 64
28585977, 198032.497902, 192.0.98.1, 128.0.0.52, 64
28585978, 198032.497905, 192.0.98.1, 128.0.0.52, 64
28592645, 198052.493622, 192.0.98.1, 128.0.0.52, 64
28592646, 198052.493625, 192.0.98.1, 128.0.0.52, 64
28599320, 198072.508200, 192.0.98.1, 128.0.0.52, 64
28599321, 198072.508206, 192.0.98.1, 128.0.0.52, 64
28606012, 198092.498293, 192.0.98.1, 128.0.0.52, 64
28606013, 198092.498296, 192.0.98.1, 128.0.0.52, 64
28612603, 198112.525525, 192.0.98.1, 128.0.0.52, 64
28612604, 198112.525533, 192.0.98.1, 128.0.0.52, 64
28619255, 198132.508840, 192.0.98.1, 128.0.0.52, 64
28619256, 198132.508843, 192.0.98.1, 128.0.0.52, 64
28625893, 198152.534789, 192.0.98.1, 128.0.0.52, 64
28625894, 198152.534792, 192.0.98.1, 128.0.0.52, 64
28632516, 198172.509018, 192.0.98.1, 128.0.0.52, 64
28632517, 198172.509021, 192.0.98.1, 128.0.0.52, 64
28639166, 198192.493129, 192.0.98.1, 128.0.0.52, 64
28639167, 198192.493131, 192.0.98.1, 128.0.0.52, 64
28645881, 198212.535825, 192.0.98.1, 128.0.0.52, 64
28645882, 198212.535833, 192.0.98.1, 128.0.0.52, 64
28652519, 198232.515684, 192.0.98.1, 128.0.0.52, 64
28652520, 198232.515686, 192.0.98.1, 128.0.0.52, 64
28659173, 198252.507624, 192.0.98.1, 128.0.0.52, 64
28659174, 198252.507626, 192.0.98.1, 128.0.0.52, 64
28665921, 198272.532329, 192.0.98.1, 128.0.0.52, 64
28665922, 198272.532331, 192.0.98.1, 128.0.0.52, 64
28672611, 198292.522291, 192.0.98.1, 128.0.0.52, 64
28672612, 198292.522307, 192.0.98.1, 128.0.0.52, 64
28679410, 198312.530244, 192.0.98.1, 128.0.0.52, 64
28679411, 198312.530248, 192.0.98.1, 128.0.0.52, 64
28686402, 198332.502348, 192.0.98.1, 128.0.0.52, 64
28686403, 198332.502351, 192.0.98.1, 128.0.0.52, 64
28695000, 198352.518431, 192.0.98.1, 128.0.0.52, 64
28695001, 198352.518434, 192.0.98.1, 128.0.0.52, 64
28703566, 198372.496781, 192.0.98.1, 128.0.0.52, 64
28703567, 198372.496783, 192.0.98.1, 128.0.0.52, 64
28712148, 198392.490870, 192.0.98.1, 128.0.0.52, 64
28712149, 198392.490873, 192.0.98.1, 128.0.0.52, 64
28720714, 198412.489337, 192.0.98.1, 128.0.0.52, 64
28720715, 198412.489340, 192.0.98.1, 128.0.0.52, 64
28729058, 198432.499038, 192.0.98.1, 128.0.0.52, 64
28729059, 198432.499041, 192.0.98.1, 128.0.0.52, 64
28736472, 198452.521361, 192.0.98.1, 128.0.0.52, 64
28736473, 198452.521364, 192.0.98.1, 128.0.0.52, 64
28743730, 198472.484481, 192.0.98.1, 128.0.0.52, 64
28743731, 198472.484488, 192.0.98.1, 128.0.0.52, 64
28752339, 198492.497572, 192.0.98.1, 128.0.0.52, 64
28752340, 198492.497575, 192.0.98.1, 128.0.0.52, 64
28760831, 198512.528770, 192.0.98.1, 128.0.0.52, 64
28760832, 198512.528774, 192.0.98.1, 128.0.0.52, 64
28769209, 198532.493863, 192.0.98.1, 128.0.0.52, 64
28769210, 198532.493867, 192.0.98.1, 128.0.0.52, 64
28777623, 198552.526427, 192.0.98.1, 128.0.0.52, 64
28777625, 198552.526437, 192.0.98.1, 128.0.0.52, 64
28786035, 198572.502273, 192.0.98.1, 128.0.0.52, 64
28786036, 198572.502277, 192.0.98.1, 128.0.0.52, 64
28794447, 198592.518486, 192.0.98.1, 128.0.0.52, 64
28794448, 198592.518488, 192.0.98.1, 128.0.0.52, 64
28802826, 198612.486466, 192.0.98.1, 128.0.0.52, 64
28802827, 198612.486469, 192.0.98.1, 128.0.0.52, 64
28811058, 198632.500537, 192.0.98.1, 128.0.0.52, 64
28811059, 198632.500540, 192.0.98.1, 128.0.0.52, 64
28819506, 198652.524860, 192.0.98.1, 128.0.0.52, 64
28819507, 198652.524865, 192.0.98.1, 128.0.0.52, 64
28827953, 198672.520950, 192.0.98.1, 128.0.0.52, 64
28827954, 198672.520953, 192.0.98.1, 128.0.0.52, 64
28836493, 198692.499051, 192.0.98.1, 128.0.0.52, 64
28836494, 198692.499054, 192.0.98.1, 128.0.0.52, 64
28845018, 198712.501399, 192.0.98.1, 128.0.0.52, 64
28845019, 198712.501401, 192.0.98.1, 128.0.0.52, 64
28853394, 198732.491866, 192.0.98.1, 128.0.0.52, 64
28853395, 198732.491873, 192.0.98.1, 128.0.0.52, 64
28861902, 198752.521681, 192.0.98.1, 128.0.0.52, 64
28861903, 198752.521684, 192.0.98.1, 128.0.0.52, 64
28870388, 198772.483784, 192.0.98.1, 128.0.0.52, 64
28870389, 198772.483787, 192.0.98.1, 128.0.0.52, 64
28878807, 198792.517979, 192.0.98.1, 128.0.0.52, 64
28878808, 198792.517984, 192.0.98.1, 128.0.0.52, 64
28887274, 198812.482085, 192.0.98.1, 128.0.0.52, 64
28887275, 198812.482089, 192.0.98.1, 128.0.0.52, 64
28895671, 198832.492300, 192.0.98.1, 128.0.0.52, 64
28895672, 198832.492303, 192.0.98.1, 128.0.0.52, 64
28904164, 198852.498755, 192.0.98.1, 128.0.0.52, 64
28904165, 198852.498760, 192.0.98.1, 128.0.0.52, 64
28912677, 198872.486596, 192.0.98.1, 128.0.0.52, 64
28912678, 198872.486600, 192.0.98.1, 128.0.0.52, 64
28921288, 198892.480940, 192.0.98.1, 128.0.0.52, 64
28921289, 198892.480947, 192.0.98.1, 128.0.0.52, 64
28929816, 198912.479794, 192.0.98.1, 128.0.0.52, 64
28929817, 198912.479804, 192.0.98.1, 128.0.0.52, 64
28940139, 198932.493113, 192.0.98.1, 128.0.0.52, 64
28940140, 198932.493116, 192.0.98.1, 128.0.0.52, 64
