31428291, 262267.888690, 192.0.114.1, 128.0.0.134, 65
31428292, 262267.888693, 192.0.114.1, 128.0.0.134, 65
31428747, 262287.295873, 192.0.114.1, 128.0.0.134, 65
31428748, 262287.295876, 192.0.114.1, 128.0.0.134, 65
31429445, 262307.280217, 192.0.114.1, 128.0.0.134, 65
31429446, 262307.280220, 192.0.114.1, 128.0.0.134, 65
31429608, 262327.308421, 192.0.114.1, 128.0.0.134, 65
31429609, 262327.308428, 192.0.114.1, 128.0.0.134, 65
31429656, 262347.295753, 192.0.114.1, 128.0.0.134, 65
31429657, 262347.295756, 192.0.114.1, 128.0.0.134, 65
31429676, 262367.277739, 192.0.114.1, 128.0.0.134, 65
31429677, 262367.277741, 192.0.114.1, 128.0.0.134, 65
31429717, 262387.289197, 192.0.114.1, 128.0.0.134, 65
31429718, 262387.289200, 192.0.114.1, 128.0.0.134, 65
31429750, 262407.286890, 192.0.114.1, 128.0.0.134, 65
31429751, 262407.286895, 192.0.114.1, 128.0.0.134, 65
31429771, 262427.280974, 192.0.114.1, 128.0.0.134, 65
31429772, 262427.280977, 192.0.114.1, 128.0.0.134, 65
31429789, 262447.331923, 192.0.114.1, 128.0.0.134, 65
31429790, 262447.331928, 192.0.114.1, 128.0.0.134, 65
31430373, 262467.289764, 192.0.114.1, 128.0.0.134, 65
31430374, 262467.289767, 192.0.114.1, 128.0.0.134, 65
31432278, 262487.295237, 192.0.114.1, 128.0.0.134, 65
31432279, 262487.295251, 192.0.114.1, 128.0.0.134, 65
31434099, 262507.302446, 192.0.114.1, 128.0.0.134, 65
31434100, 262507.302454, 192.0.114.1, 128.0.0.134, 65
31435773, 262527.285895, 192.0.114.1, 128.0.0.134, 65
31435774, 262527.285898, 192.0.114.1, 128.0.0.134, 65
31437917, 262547.296477, 192.0.114.1, 128.0.0.134, 65
31437918, 262547.296485, 192.0.114.1, 128.0.0.134, 65
