26524903, 189523.829064, 192.0.91.1, 128.0.0.47, 65
26526480, 189537.072843, 192.0.91.1, 128.0.0.47, 199
26526483, 189537.103942, 192.0.91.1, 128.0.0.47, 207
26526484, 189537.103948, 192.0.91.1, 128.0.0.47, 207
26526487, 189537.141542, 192.0.91.1, 128.0.0.47, 206
26526488, 189537.141546, 192.0.91.1, 128.0.0.47, 206
26526491, 189537.181647, 192.0.91.1, 128.0.0.47, 189
26526492, 189537.181650, 192.0.91.1, 128.0.0.47, 189
26526508, 189537.242858, 192.0.91.1, 128.0.0.47, 179
26526509, 189537.242863, 192.0.91.1, 128.0.0.47, 179
26526522, 189537.300846, 192.0.91.1, 128.0.0.47, 189
26526523, 189537.300849, 192.0.91.1, 128.0.0.47, 189
26526533, 189537.362161, 192.0.91.1, 128.0.0.47, 198
26526534, 189537.362166, 192.0.91.1, 128.0.0.47, 198
26526540, 189537.419006, 192.0.91.1, 128.0.0.47, 190
26526541, 189537.419014, 192.0.91.1, 128.0.0.47, 190
26526555, 189537.483834, 192.0.91.1, 128.0.0.47, 181
26526556, 189537.483838, 192.0.91.1, 128.0.0.47, 181
26526566, 189537.540441, 192.0.91.1, 128.0.0.47, 184
26526567, 189537.540449, 192.0.91.1, 128.0.0.47, 184
26526576, 189537.599279, 192.0.91.1, 128.0.0.47, 189
26526577, 189537.599286, 192.0.91.1, 128.0.0.47, 189
26526587, 189537.657993, 192.0.91.1, 128.0.0.47, 186
26526588, 189537.657999, 192.0.91.1, 128.0.0.47, 186
26526599, 189537.717822, 192.0.91.1, 128.0.0.47, 193
26526600, 189537.717827, 192.0.91.1, 128.0.0.47, 193
26526613, 189537.785546, 192.0.91.1, 128.0.0.47, 199
26526614, 189537.785549, 192.0.91.1, 128.0.0.47, 199
26526624, 189537.844641, 192.0.91.1, 128.0.0.47, 211
26526625, 189537.844751, 192.0.91.1, 128.0.0.47, 211
26526632, 189537.901833, 192.0.91.1, 128.0.0.47, 209
26526633, 189537.901837, 192.0.91.1, 128.0.0.47, 209
26526643, 189537.964955, 192.0.91.1, 128.0.0.47, 202
26526644, 189537.964958, 192.0.91.1, 128.0.0.47, 202
26526654, 189538.026020, 192.0.91.1, 128.0.0.47, 195
26526655, 189538.026023, 192.0.91.1, 128.0.0.47, 195
26526664, 189538.079248, 192.0.91.1, 128.0.0.47, 208
26526665, 189538.079250, 192.0.91.1, 128.0.0.47, 208
26526675, 189538.140443, 192.0.91.1, 128.0.0.47, 198
26526676, 189538.140455, 192.0.91.1, 128.0.0.47, 198
26526683, 189538.172434, 192.0.91.1, 128.0.0.47, 209
26526684, 189538.172436, 192.0.91.1, 128.0.0.47, 209
26526689, 189538.200531, 192.0.91.1, 128.0.0.47, 190
26526690, 189538.200536, 192.0.91.1, 128.0.0.47, 190
26526696, 189538.233640, 192.0.91.1, 128.0.0.47, 182
26526697, 189538.233642, 192.0.91.1, 128.0.0.47, 182
26526702, 189538.261005, 192.0.91.1, 128.0.0.47, 210
26526703, 189538.261013, 192.0.91.1, 128.0.0.47, 210
26526709, 189538.289238, 192.0.91.1, 128.0.0.47, 219
26526710, 189538.289240, 192.0.91.1, 128.0.0.47, 219
26526714, 189538.318832, 192.0.91.1, 128.0.0.47, 190
26526715, 189538.318835, 192.0.91.1, 128.0.0.47, 190
26526721, 189538.347713, 192.0.91.1, 128.0.0.47, 155
26526722, 189538.347716, 192.0.91.1, 128.0.0.47, 155
26526729, 189538.379797, 192.0.91.1, 128.0.0.47, 194
26526730, 189538.379800, 192.0.91.1, 128.0.0.47, 194
26526735, 189538.407404, 192.0.91.1, 128.0.0.47, 192
26526736, 189538.407408, 192.0.91.1, 128.0.0.47, 192
26526743, 189538.439010, 192.0.91.1, 128.0.0.47, 165
26526744, 189538.439014, 192.0.91.1, 128.0.0.47, 165
26526750, 189538.472767, 192.0.91.1, 128.0.0.47, 170
26526751, 189538.472773, 192.0.91.1, 128.0.0.47, 170
26526757, 189538.504855, 192.0.91.1, 128.0.0.47, 160
26526758, 189538.504858, 192.0.91.1, 128.0.0.47, 160
26526764, 189538.533208, 192.0.91.1, 128.0.0.47, 159
26526765, 189538.533214, 192.0.91.1, 128.0.0.47, 159
26526771, 189538.562439, 192.0.91.1, 128.0.0.47, 165
26526772, 189538.562442, 192.0.91.1, 128.0.0.47, 165
26526775, 189538.592684, 192.0.91.1, 128.0.0.47, 176
26526776, 189538.592692, 192.0.91.1, 128.0.0.47, 176
26526779, 189538.624785, 192.0.91.1, 128.0.0.47, 178
26526780, 189538.624788, 192.0.91.1, 128.0.0.47, 178
26526786, 189538.653265, 192.0.91.1, 128.0.0.47, 171
26526787, 189538.653270, 192.0.91.1, 128.0.0.47, 171
26526796, 189538.681739, 192.0.91.1, 128.0.0.47, 155
26526797, 189538.681742, 192.0.91.1, 128.0.0.47, 155
26526806, 189538.715843, 192.0.91.1, 128.0.0.47, 174
26526807, 189538.715847, 192.0.91.1, 128.0.0.47, 174
26526813, 189538.741578, 192.0.91.1, 128.0.0.47, 182
26526814, 189538.741583, 192.0.91.1, 128.0.0.47, 182
26526820, 189538.771580, 192.0.91.1, 128.0.0.47, 188
26526821, 189538.771583, 192.0.91.1, 128.0.0.47, 188
26526827, 189538.803040, 192.0.91.1, 128.0.0.47, 204
26526828, 189538.803044, 192.0.91.1, 128.0.0.47, 204
26526833, 189538.829029, 192.0.91.1, 128.0.0.47, 256
26526834, 189538.829037, 192.0.91.1, 128.0.0.47, 256
26526841, 189538.865387, 192.0.91.1, 128.0.0.47, 282
26526842, 189538.865389, 192.0.91.1, 128.0.0.47, 282
26526848, 189538.896113, 192.0.91.1, 128.0.0.47, 274
26526849, 189538.896121, 192.0.91.1, 128.0.0.47, 274
26526866, 189538.953575, 192.0.91.1, 128.0.0.47, 283
26526867, 189538.953578, 192.0.91.1, 128.0.0.47, 283
26526873, 189538.981945, 192.0.91.1, 128.0.0.47, 274
26526874, 189538.981948, 192.0.91.1, 128.0.0.47, 274
26526880, 189539.011937, 192.0.91.1, 128.0.0.47, 279
26526881, 189539.011942, 192.0.91.1, 128.0.0.47, 279
26526890, 189539.043401, 192.0.91.1, 128.0.0.47, 244
26526891, 189539.043406, 192.0.91.1, 128.0.0.47, 244
26526894, 189539.071538, 192.0.91.1, 128.0.0.47, 224
26526895, 189539.071541, 192.0.91.1, 128.0.0.47, 224
26526900, 189539.096488, 192.0.91.1, 128.0.0.47, 227
26526901, 189539.096491, 192.0.91.1, 128.0.0.47, 227
26526908, 189539.130991, 192.0.91.1, 128.0.0.47, 229
26526909, 189539.130994, 192.0.91.1, 128.0.0.47, 229
26526914, 189539.156725, 192.0.91.1, 128.0.0.47, 229
26526915, 189539.156730, 192.0.91.1, 128.0.0.47, 229
26526922, 189539.187689, 192.0.91.1, 128.0.0.47, 291
26526923, 189539.187692, 192.0.91.1, 128.0.0.47, 291
26526928, 189539.217168, 192.0.91.1, 128.0.0.47, 332
26526929, 189539.217171, 192.0.91.1, 128.0.0.47, 332
26526936, 189539.253772, 192.0.91.1, 128.0.0.47, 325
26526937, 189539.253781, 192.0.91.1, 128.0.0.47, 325
26526943, 189539.281395, 192.0.91.1, 128.0.0.47, 315
26526944, 189539.281398, 192.0.91.1, 128.0.0.47, 315
26526950, 189539.314499, 192.0.91.1, 128.0.0.47, 318
26526951, 189539.314502, 192.0.91.1, 128.0.0.47, 318
26526957, 189539.344469, 192.0.91.1, 128.0.0.47, 311
26526958, 189539.344472, 192.0.91.1, 128.0.0.47, 311
26526964, 189539.373711, 192.0.91.1, 128.0.0.47, 310
26526965, 189539.373716, 192.0.91.1, 128.0.0.47, 310
26526971, 189539.402430, 192.0.91.1, 128.0.0.47, 307
26526972, 189539.402433, 192.0.91.1, 128.0.0.47, 307
26526978, 189539.436918, 192.0.91.1, 128.0.0.47, 295
26526979, 189539.436922, 192.0.91.1, 128.0.0.47, 295
26526985, 189539.468890, 192.0.91.1, 128.0.0.47, 309
26526986, 189539.468894, 192.0.91.1, 128.0.0.47, 309
26526992, 189539.493500, 192.0.91.1, 128.0.0.47, 302
26526993, 189539.493503, 192.0.91.1, 128.0.0.47, 302
26526999, 189539.526611, 192.0.91.1, 128.0.0.47, 310
26527000, 189539.526613, 192.0.91.1, 128.0.0.47, 310
26527006, 189539.552964, 192.0.91.1, 128.0.0.47, 304
26527007, 189539.552967, 192.0.91.1, 128.0.0.47, 304
26527013, 189539.582946, 192.0.91.1, 128.0.0.47, 306
26527014, 189539.582951, 192.0.91.1, 128.0.0.47, 306
26527020, 189539.614059, 192.0.91.1, 128.0.0.47, 298
26527021, 189539.614067, 192.0.91.1, 128.0.0.47, 298
26527026, 189539.641175, 192.0.91.1, 128.0.0.47, 302
26527027, 189539.641177, 192.0.91.1, 128.0.0.47, 302
26527034, 189539.671417, 192.0.91.1, 128.0.0.47, 308
26527035, 189539.671430, 192.0.91.1, 128.0.0.47, 308
26527041, 189539.701883, 192.0.91.1, 128.0.0.47, 307
26527042, 189539.701890, 192.0.91.1, 128.0.0.47, 307
26527045, 189539.730233, 192.0.91.1, 128.0.0.47, 299
26527046, 189539.730236, 192.0.91.1, 128.0.0.47, 299
26527054, 189539.757475, 192.0.91.1, 128.0.0.47, 254
26527055, 189539.757478, 192.0.91.1, 128.0.0.47, 254
26527061, 189539.786457, 192.0.91.1, 128.0.0.47, 271
26527062, 189539.786460, 192.0.91.1, 128.0.0.47, 271
26527069, 189539.824578, 192.0.91.1, 128.0.0.47, 291
26527070, 189539.824580, 192.0.91.1, 128.0.0.47, 291
26527075, 189539.848450, 192.0.91.1, 128.0.0.47, 263
26527076, 189539.848539, 192.0.91.1, 128.0.0.47, 263
26527082, 189539.878143, 192.0.91.1, 128.0.0.47, 215
26527083, 189539.878146, 192.0.91.1, 128.0.0.47, 215
26527089, 189539.908375, 192.0.91.1, 128.0.0.47, 231
26527090, 189539.908379, 192.0.91.1, 128.0.0.47, 231
26527097, 189539.937989, 192.0.91.1, 128.0.0.47, 252
26527098, 189539.937999, 192.0.91.1, 128.0.0.47, 252
26527101, 189539.973092, 192.0.91.1, 128.0.0.47, 235
26527102, 189539.973094, 192.0.91.1, 128.0.0.47, 235
26527111, 189539.998446, 192.0.91.1, 128.0.0.47, 220
26527112, 189539.998449, 192.0.91.1, 128.0.0.47, 220
26527118, 189540.031676, 192.0.91.1, 128.0.0.47, 237
26527119, 189540.031680, 192.0.91.1, 128.0.0.47, 237
26527125, 189540.061553, 192.0.91.1, 128.0.0.47, 210
26527126, 189540.061564, 192.0.91.1, 128.0.0.47, 210
26527131, 189540.086144, 192.0.91.1, 128.0.0.47, 244
26527132, 189540.086147, 192.0.91.1, 128.0.0.47, 244
26527136, 189540.125954, 192.0.91.1, 128.0.0.47, 226
26527137, 189540.125962, 192.0.91.1, 128.0.0.47, 226
26527146, 189540.151979, 192.0.91.1, 128.0.0.47, 245
26527147, 189540.151984, 192.0.91.1, 128.0.0.47, 245
26527153, 189540.182715, 192.0.91.1, 128.0.0.47, 260
26527154, 189540.182718, 192.0.91.1, 128.0.0.47, 260
26527160, 189540.214821, 192.0.91.1, 128.0.0.47, 243
26527161, 189540.214823, 192.0.91.1, 128.0.0.47, 243
26527167, 189540.244673, 192.0.91.1, 128.0.0.47, 223
26527168, 189540.244676, 192.0.91.1, 128.0.0.47, 223
26527170, 189540.270281, 192.0.91.1, 128.0.0.47, 246
26527171, 189540.270285, 192.0.91.1, 128.0.0.47, 246
26527181, 189540.300771, 192.0.91.1, 128.0.0.47, 253
26527182, 189540.300774, 192.0.91.1, 128.0.0.47, 253
26527187, 189540.331004, 192.0.91.1, 128.0.0.47, 231
26527188, 189540.331012, 192.0.91.1, 128.0.0.47, 231
26527195, 189540.362985, 192.0.91.1, 128.0.0.47, 201
26527196, 189540.362995, 192.0.91.1, 128.0.0.47, 201
26527201, 189540.391098, 192.0.91.1, 128.0.0.47, 222
26527202, 189540.391101, 192.0.91.1, 128.0.0.47, 222
26527209, 189540.426193, 192.0.91.1, 128.0.0.47, 242
26527210, 189540.426202, 192.0.91.1, 128.0.0.47, 242
26527216, 189540.453298, 192.0.91.1, 128.0.0.47, 233
26527217, 189540.453301, 192.0.91.1, 128.0.0.47, 233
26527223, 189540.484903, 192.0.91.1, 128.0.0.47, 216
26527224, 189540.484906, 192.0.91.1, 128.0.0.47, 216
26527230, 189540.513137, 192.0.91.1, 128.0.0.47, 212
26527231, 189540.513143, 192.0.91.1, 128.0.0.47, 212
26527236, 189540.538908, 192.0.91.1, 128.0.0.47, 259
26527237, 189540.538911, 192.0.91.1, 128.0.0.47, 259
26527244, 189540.572374, 192.0.91.1, 128.0.0.47, 295
26527245, 189540.572376, 192.0.91.1, 128.0.0.47, 295
26527251, 189540.602458, 192.0.91.1, 128.0.0.47, 322
26527252, 189540.602463, 192.0.91.1, 128.0.0.47, 322
26527257, 189540.627820, 192.0.91.1, 128.0.0.47, 324
26527258, 189540.627825, 192.0.91.1, 128.0.0.47, 324
26527265, 189540.659548, 192.0.91.1, 128.0.0.47, 303
26527266, 189540.659553, 192.0.91.1, 128.0.0.47, 303
26527272, 189540.689433, 192.0.91.1, 128.0.0.47, 294
26527273, 189540.689436, 192.0.91.1, 128.0.0.47, 294
26527279, 189540.720894, 192.0.91.1, 128.0.0.47, 313
26527280, 189540.720897, 192.0.91.1, 128.0.0.47, 313
26527285, 189540.748744, 192.0.91.1, 128.0.0.47, 315
26527286, 189540.748747, 192.0.91.1, 128.0.0.47, 315
26527292, 189540.779740, 192.0.91.1, 128.0.0.47, 320
26527293, 189540.779742, 192.0.91.1, 128.0.0.47, 320
26527300, 189540.815472, 192.0.91.1, 128.0.0.47, 305
26527301, 189540.815475, 192.0.91.1, 128.0.0.47, 305
26527306, 189540.836694, 192.0.91.1, 128.0.0.47, 261
26527307, 189540.836697, 192.0.91.1, 128.0.0.47, 261
26527312, 189540.872548, 192.0.91.1, 128.0.0.47, 267
26527313, 189540.872553, 192.0.91.1, 128.0.0.47, 267
26527319, 189540.903027, 192.0.91.1, 128.0.0.47, 260
26527320, 189540.903031, 192.0.91.1, 128.0.0.47, 260
26527327, 189540.932411, 192.0.91.1, 128.0.0.47, 270
26527328, 189540.932415, 192.0.91.1, 128.0.0.47, 270
26527334, 189540.964117, 192.0.91.1, 128.0.0.47, 270
26527335, 189540.964120, 192.0.91.1, 128.0.0.47, 270
26527342, 189540.994352, 192.0.91.1, 128.0.0.47, 270
26527343, 189540.994357, 192.0.91.1, 128.0.0.47, 270
26527349, 189541.023087, 192.0.91.1, 128.0.0.47, 257
26527350, 189541.023101, 192.0.91.1, 128.0.0.47, 257
26527356, 189541.052700, 192.0.91.1, 128.0.0.47, 217
26527357, 189541.052708, 192.0.91.1, 128.0.0.47, 217
26527363, 189541.084296, 192.0.91.1, 128.0.0.47, 279
26527364, 189541.084303, 192.0.91.1, 128.0.0.47, 279
26527366, 189541.111165, 192.0.91.1, 128.0.0.47, 238
26527367, 189541.111168, 192.0.91.1, 128.0.0.47, 238
26527371, 189541.141766, 192.0.91.1, 128.0.0.47, 241
26527372, 189541.141769, 192.0.91.1, 128.0.0.47, 241
26527375, 189541.171748, 192.0.91.1, 128.0.0.47, 228
26527376, 189541.171751, 192.0.91.1, 128.0.0.47, 228
26527378, 189541.198979, 192.0.91.1, 128.0.0.47, 275
26527379, 189541.198988, 192.0.91.1, 128.0.0.47, 275
26527395, 189541.230459, 192.0.91.1, 128.0.0.47, 250
26527396, 189541.230462, 192.0.91.1, 128.0.0.47, 250
26527404, 189541.257821, 192.0.91.1, 128.0.0.47, 258
26527405, 189541.257824, 192.0.91.1, 128.0.0.47, 258
26527411, 189541.289047, 192.0.91.1, 128.0.0.47, 266
26527412, 189541.289053, 192.0.91.1, 128.0.0.47, 266
26527418, 189541.318779, 192.0.91.1, 128.0.0.47, 245
26527419, 189541.318908, 192.0.91.1, 128.0.0.47, 245
26527425, 189541.346634, 192.0.91.1, 128.0.0.47, 278
26527426, 189541.346638, 192.0.91.1, 128.0.0.47, 278
26527432, 189541.378365, 192.0.91.1, 128.0.0.47, 320
26527433, 189541.378368, 192.0.91.1, 128.0.0.47, 320
26527439, 189541.408249, 192.0.91.1, 128.0.0.47, 315
26527440, 189541.408252, 192.0.91.1, 128.0.0.47, 315
26527447, 189541.439717, 192.0.91.1, 128.0.0.47, 278
26527448, 189541.439720, 192.0.91.1, 128.0.0.47, 278
26527453, 189541.466949, 192.0.91.1, 128.0.0.47, 286
26527454, 189541.466953, 192.0.91.1, 128.0.0.47, 286
26527461, 189541.497053, 192.0.91.1, 128.0.0.47, 266
26527462, 189541.497059, 192.0.91.1, 128.0.0.47, 266
26527468, 189541.532782, 192.0.91.1, 128.0.0.47, 263
26527469, 189541.532785, 192.0.91.1, 128.0.0.47, 263
26527475, 189541.559885, 192.0.91.1, 128.0.0.47, 226
26527476, 189541.559891, 192.0.91.1, 128.0.0.47, 226
26527482, 189541.588489, 192.0.91.1, 128.0.0.47, 239
26527483, 189541.588492, 192.0.91.1, 128.0.0.47, 239
26527489, 189541.617476, 192.0.91.1, 128.0.0.47, 214
26527490, 189541.617604, 192.0.91.1, 128.0.0.47, 214
26527496, 189541.652333, 192.0.91.1, 128.0.0.47, 216
26527497, 189541.652336, 192.0.91.1, 128.0.0.47, 216
26527502, 189541.677069, 192.0.91.1, 128.0.0.47, 212
26527503, 189541.677072, 192.0.91.1, 128.0.0.47, 212
26527510, 189541.712793, 192.0.91.1, 128.0.0.47, 223
26527511, 189541.712795, 192.0.91.1, 128.0.0.47, 223
26527517, 189541.741275, 192.0.91.1, 128.0.0.47, 221
26527518, 189541.741283, 192.0.91.1, 128.0.0.47, 221
26527523, 189541.770760, 192.0.91.1, 128.0.0.47, 219
26527524, 189541.770763, 192.0.91.1, 128.0.0.47, 219
26527531, 189541.800391, 192.0.91.1, 128.0.0.47, 218
26527532, 189541.800393, 192.0.91.1, 128.0.0.47, 218
26527537, 189541.830233, 192.0.91.1, 128.0.0.47, 212
26527538, 189541.830350, 192.0.91.1, 128.0.0.47, 212
26527545, 189541.861326, 192.0.91.1, 128.0.0.47, 216
26527546, 189541.861329, 192.0.91.1, 128.0.0.47, 216
26527551, 189541.890317, 192.0.91.1, 128.0.0.47, 209
26527552, 189541.890320, 192.0.91.1, 128.0.0.47, 209
26527558, 189541.921417, 192.0.91.1, 128.0.0.47, 216
26527559, 189541.921444, 192.0.91.1, 128.0.0.47, 216
26527566, 189541.949400, 192.0.91.1, 128.0.0.47, 269
26527567, 189541.949405, 192.0.91.1, 128.0.0.47, 269
26527573, 189541.980761, 192.0.91.1, 128.0.0.47, 277
26527574, 189541.980767, 192.0.91.1, 128.0.0.47, 277
26527579, 189542.006749, 192.0.91.1, 128.0.0.47, 235
26527580, 189542.006751, 192.0.91.1, 128.0.0.47, 235
26527590, 189542.042840, 192.0.91.1, 128.0.0.47, 239
26527591, 189542.042843, 192.0.91.1, 128.0.0.47, 239
26527594, 189542.072074, 192.0.91.1, 128.0.0.47, 264
26527595, 189542.072077, 192.0.91.1, 128.0.0.47, 264
26527600, 189542.097445, 192.0.91.1, 128.0.0.47, 218
26527601, 189542.097448, 192.0.91.1, 128.0.0.47, 218
26527608, 189542.131686, 192.0.91.1, 128.0.0.47, 237
26527609, 189542.131689, 192.0.91.1, 128.0.0.47, 237
26527615, 189542.161046, 192.0.91.1, 128.0.0.47, 221
26527616, 189542.161049, 192.0.91.1, 128.0.0.47, 221
26527622, 189542.192251, 192.0.91.1, 128.0.0.47, 188
26527623, 189542.192257, 192.0.91.1, 128.0.0.47, 188
26527629, 189542.218990, 192.0.91.1, 128.0.0.47, 233
26527630, 189542.219000, 192.0.91.1, 128.0.0.47, 233
26527636, 189542.248594, 192.0.91.1, 128.0.0.47, 240
26527637, 189542.248602, 192.0.91.1, 128.0.0.47, 240
26527643, 189542.282321, 192.0.91.1, 128.0.0.47, 197
26527644, 189542.282324, 192.0.91.1, 128.0.0.47, 197
26527649, 189542.306193, 192.0.91.1, 128.0.0.47, 172
26527650, 189542.306201, 192.0.91.1, 128.0.0.47, 172
26527657, 189542.337671, 192.0.91.1, 128.0.0.47, 274
26527658, 189542.337674, 192.0.91.1, 128.0.0.47, 274
26527664, 189542.372516, 192.0.91.1, 128.0.0.47, 255
26527665, 189542.372519, 192.0.91.1, 128.0.0.47, 255
26527671, 189542.404028, 192.0.91.1, 128.0.0.47, 219
26527672, 189542.404031, 192.0.91.1, 128.0.0.47, 219
26527677, 189542.426985, 192.0.91.1, 128.0.0.47, 191
26527678, 189542.426990, 192.0.91.1, 128.0.0.47, 191
26527684, 189542.457355, 192.0.91.1, 128.0.0.47, 249
26527685, 189542.457360, 192.0.91.1, 128.0.0.47, 249
26527692, 189542.493570, 192.0.91.1, 128.0.0.47, 221
26527693, 189542.493573, 192.0.91.1, 128.0.0.47, 221
26527698, 189542.518562, 192.0.91.1, 128.0.0.47, 218
26527699, 189542.518565, 192.0.91.1, 128.0.0.47, 218
26527705, 189542.547167, 192.0.91.1, 128.0.0.47, 201
26527706, 189542.547174, 192.0.91.1, 128.0.0.47, 201
26527713, 189542.582894, 192.0.91.1, 128.0.0.47, 209
26527714, 189542.582899, 192.0.91.1, 128.0.0.47, 209
26527719, 189542.610134, 192.0.91.1, 128.0.0.47, 210
26527720, 189542.610137, 192.0.91.1, 128.0.0.47, 210
26527727, 189542.641605, 192.0.91.1, 128.0.0.47, 225
26527728, 189542.641609, 192.0.91.1, 128.0.0.47, 225
26527734, 189542.671851, 192.0.91.1, 128.0.0.47, 215
26527735, 189542.671854, 192.0.91.1, 128.0.0.47, 215
26527741, 189542.699449, 192.0.91.1, 128.0.0.47, 200
26527742, 189542.699452, 192.0.91.1, 128.0.0.47, 200
26527748, 189542.731185, 192.0.91.1, 128.0.0.47, 183
26527749, 189542.731191, 192.0.91.1, 128.0.0.47, 183
26527755, 189542.759289, 192.0.91.1, 128.0.0.47, 218
26527756, 189542.759298, 192.0.91.1, 128.0.0.47, 218
26527758, 189542.786779, 192.0.91.1, 128.0.0.47, 192
26527759, 189542.786782, 192.0.91.1, 128.0.0.47, 192
26527768, 189542.819123, 192.0.91.1, 128.0.0.47, 182
26527769, 189542.819126, 192.0.91.1, 128.0.0.47, 182
26527775, 189542.845499, 192.0.91.1, 128.0.0.47, 196
26527776, 189542.845502, 192.0.91.1, 128.0.0.47, 196
26527783, 189542.881344, 192.0.91.1, 128.0.0.47, 208
26527784, 189542.881349, 192.0.91.1, 128.0.0.47, 208
26527790, 189542.909943, 192.0.91.1, 128.0.0.47, 209
26527791, 189542.909946, 192.0.91.1, 128.0.0.47, 209
26527796, 189542.937302, 192.0.91.1, 128.0.0.47, 216
26527797, 189542.937306, 192.0.91.1, 128.0.0.47, 216
26527801, 189542.969547, 192.0.91.1, 128.0.0.47, 219
26527802, 189542.969550, 192.0.91.1, 128.0.0.47, 219
26527805, 189542.997141, 192.0.91.1, 128.0.0.47, 223
26527806, 189542.997146, 192.0.91.1, 128.0.0.47, 223
26527808, 189543.025131, 192.0.91.1, 128.0.0.47, 217
26527809, 189543.025136, 192.0.91.1, 128.0.0.47, 217
26527821, 189543.056111, 192.0.91.1, 128.0.0.47, 209
26527822, 189543.056114, 192.0.91.1, 128.0.0.47, 209
26527828, 189543.085716, 192.0.91.1, 128.0.0.47, 207
26527829, 189543.085721, 192.0.91.1, 128.0.0.47, 207
26527839, 189543.122949, 192.0.91.1, 128.0.0.47, 241
26527840, 189543.122952, 192.0.91.1, 128.0.0.47, 241
26527843, 189543.155051, 192.0.91.1, 128.0.0.47, 218
26527844, 189543.155061, 192.0.91.1, 128.0.0.47, 218
26527852, 189543.176036, 192.0.91.1, 128.0.0.47, 213
26527853, 189543.176042, 192.0.91.1, 128.0.0.47, 213
26527860, 189543.213639, 192.0.91.1, 128.0.0.47, 199
26527861, 189543.213766, 192.0.91.1, 128.0.0.47, 199
26527866, 189543.238370, 192.0.91.1, 128.0.0.47, 222
26527867, 189543.238373, 192.0.91.1, 128.0.0.47, 222
26527876, 189543.270979, 192.0.91.1, 128.0.0.47, 188
26527877, 189543.270984, 192.0.91.1, 128.0.0.47, 188
26527884, 189543.301832, 192.0.91.1, 128.0.0.47, 212
26527885, 189543.301835, 192.0.91.1, 128.0.0.47, 212
26527891, 189543.331441, 192.0.91.1, 128.0.0.47, 193
26527892, 189543.331444, 192.0.91.1, 128.0.0.47, 193
26527895, 189543.361560, 192.0.91.1, 128.0.0.47, 193
26527896, 189543.361563, 192.0.91.1, 128.0.0.47, 193
26527911, 189543.394655, 192.0.91.1, 128.0.0.47, 203
26527912, 189543.394660, 192.0.91.1, 128.0.0.47, 203
26527926, 189543.421386, 192.0.91.1, 128.0.0.47, 218
26527927, 189543.421392, 192.0.91.1, 128.0.0.47, 218
26527934, 189543.451742, 192.0.91.1, 128.0.0.47, 208
26527935, 189543.451745, 192.0.91.1, 128.0.0.47, 208
26527944, 189543.481857, 192.0.91.1, 128.0.0.47, 214
26527945, 189543.481860, 192.0.91.1, 128.0.0.47, 214
26527951, 189543.511222, 192.0.91.1, 128.0.0.47, 225
26527952, 189543.511225, 192.0.91.1, 128.0.0.47, 225
26527960, 189543.538321, 192.0.91.1, 128.0.0.47, 203
26527961, 189543.538323, 192.0.91.1, 128.0.0.47, 203
26527967, 189543.567444, 192.0.91.1, 128.0.0.47, 191
26527968, 189543.567559, 192.0.91.1, 128.0.0.47, 191
26527977, 189543.597904, 192.0.91.1, 128.0.0.47, 229
26527978, 189543.597907, 192.0.91.1, 128.0.0.47, 229
26527984, 189543.628769, 192.0.91.1, 128.0.0.47, 217
26527985, 189543.628772, 192.0.91.1, 128.0.0.47, 217
